hs12	93244887	94244887
hs15	93467551	94467551
hs15	41961026	42961026
hs2	100078958	101078958
hs17	74308951	75308951
hs5	124036707	125036707
hs14	76633006	77633006
hs4	87622394	88622394
hs2	211018219	212018219
hs3	67546222	68546222
hs15	93496587	94496587
hs1	231090079	232090079
hs11	70200407	71200407
hs14	89041037	90041037
hs9	135917474	136917474
hs1	233334685	234334685
hs12	96717726	97717726
hs7	148529726	149529726
hs2	58449077	59449077
hs4	83799883	84799883
hs2	144966170	145966170
hs20	35433138	36433138
hs12	111990084	112990084
hs5	56160561	57160561
hsX	77270159	78270159
hs1	117944808	118944808
hs6	108984658	109984658
hs6	108243001	109243001
hs14	21698478	22698478
hs3	171965323	172965323
hs8	71126138	72126138
hs5	138979957	139979957
hs1	155823067	156823067
hs2	24046128	25046128
hs8	99718695	100718695
hs5	95099212	96099212
hs1	42730786	43730786
hs1	22816373	23816373
hs15	76152219	77152219
hs5	138699448	139699448
hs19	41758256	42758256
hs13	49742749	50742749
hs21	38792601	39792601
hs3	138289160	139289160
hs7	17929986	18929986
hs19	49136701	50136701
hs3	56661065	57661065
hs16	1675974	2675974
hs6	111583460	112583460
hs5	176370336	177370336
hs17	28011581	29011581
hs7	157015948	158015948
hs12	57064059	58064059
hs19	5604594	6604594
hs12	120995085	121995085
hs4	108603171	109603171
hs19	5653126	6653126
hs1	24140680	25140680
hs1	31465237	32465237
hs15	66727365	67727365
hs4	39843568	40843568
hs14	68228083	69228083
hs5	70888753	71888753
hs8	48320423	49320423
hs8	54906228	55906228
hs2	171884849	172884849
hs9	99314078	100314078
hs7	17908030	18908030
hs18	54423814	55423814
hs1	89236035	90236035
hs2	61505300	62505300
hs5	21491430	22491430
hs2	204244931	205244931
hs19	3660964	4660964
hs5	137288317	138288317
hs4	83799883	84799883
hs10	70719562	71719562
hs4	77065302	78065302
hs15	75219107	76219107
hs3	49016915	50016915
hs14	23378692	24378692
hs22	42204879	43204879
hs4	77055328	78055328
hs2	210880697	211880697
hs18	76886267	77886267
hs4	39875909	40875909
hs7	104702611	105702611
hs11	85733410	86733410
hs9	78682871	79682871
hs10	70547684	71547684
hs2	48555700	49555700
hs9	138773479	139773479
hs3	127980971	128980971
hs7	810108	1810108
hs3	101389974	102389974
hs1	42730786	43730786
hs2	64800080	65800080
hs3	141272699	142272699
hs7	2403267	3403267
hs4	128995615	129995615
hs2	136505837	137505837
hs16	88694030	89694030
hs15	76576098	77576098
hs2	100065798	101065798
hs1	21083659	22083659
hs2	36623757	37623757
hs5	14316622	15316622
hs16	18852887	19852887
hs3	11399892	12399892
hs4	87593518	88593518
hs12	1136914	2136914
hs19	33406243	34406243
hs13	45725822	46725822
hs9	128677965	129677965
hs2	153431650	154431650
hs13	50279757	51279757
hs10	98703870	99703870
hs19	47767860	48767860
hs11	118454524	119454524
hs3	194180200	195180200
hs19	18648411	19648411
hs17	27975162	28975162
hs5	140961879	141961879
hs13	61013822	62013822
hs3	129177442	130177442
hs22	41738533	42738533
hs2	48049357	49049357
hs8	52773405	53773405
hs17	49118862	50118862
hs1	1735858	2735858
hs7	131071879	132071879
hs3	128514203	129514203
hs4	95494502	96494502
hs2	206992521	207992521
hs7	129760589	130760589
hs19	5047487	6047487
hs18	13681604	14681604
hs3	196214270	197214270
hs15	50592986	51592986
hs2	172193963	173193963
hs18	45391430	46391430
hs4	37633007	38633007
hs13	49741380	50741380
hs16	46708226	47708226
hs3	93714718	94714718
hs15	63845914	64845914
hs3	169889161	170889161
hs8	18622959	19622959
hs19	34921481	35921481
hs17	49340635	50340635
hs19	52579297	53579297
hs5	74041503	75041503
hs4	128590191	129590191
hs20	30904021	31904021
hs9	96233423	97233423
hs7	66458204	67458204
hs8	17847368	18847368
hs1	179972309	180972309
hs7	44714010	45714010
hs15	43242460	44242460
hs15	76584772	77584772
hs7	65705312	66705312
hs3	155551257	156551257
hs20	10536879	11536879
hs7	44714010	45714010
hs22	40948110	41948110
hs2	122514816	123514816
hs19	18648411	19648411
hs13	100953714	101953714
hs4	57344545	58344545
hs4	106367540	107367540
hs14	39648295	40648295
hs4	39077585	40077585
hs1	118454616	119454616
hs16	69404386	70404386
hs9	125042722	126042722
hs1	215749244	216749244
hs1	153784207	154784207
hs22	50810449	51810449
hs16	14738131	15738131
hs3	122942406	123942406
hs1	10032076	11032076
hs2	109388157	110388157
hs14	21971316	22971316
hs1	21076216	22076216
hs8	48192450	49192450
hs1	180793889	181793889
hs3	169831148	170831148
hs4	146767108	147767108
hs18	9208655	10208655
hs7	6840579	7840579
hs1	27269151	28269151
hs19	17387304	18387304
hs5	60768508	61768508
hs1	59787208	60787208
hs14	76633006	77633006
hs17	45695716	46695716
hs9	110062422	111062422
hs20	2944918	3944918
hs2	61749746	62749746
hs6	42941741	43941741
hs4	154236637	155236637
hs19	33604673	34604673
hs3	169863211	170863211
hs15	59179174	60179174
hs17	80521230	81521230
hs12	112116955	113116955
hs8	100286426	101286426
hs2	135010666	136010666
hs11	77394755	78394755
hs15	85223944	86223944
hs8	141856359	142856359
hs7	152007051	153007051
hs5	32135678	33135678
hs5	34179118	35179118
hs11	108046973	109046973
hs11	8248522	9248522
hs17	78022382	79022382
hs10	5827105	6827105
hs5	72157635	73157635
hs2	32142995	33142995
hs5	138979957	139979957
hs5	147928231	148928231
hs2	113258783	114258783
hs17	60061532	61061532
hs9	20819795	21819795
hs6	47471016	48471016
hs5	141732791	142732791
hs12	129299320	130299320
hs11	36248635	37248635
hs11	74676079	75676079
hs22	22055265	23055265
hs18	42281140	43281140
hs6	7176888	8176888
hs1	233353645	234353645
hs4	52729603	53729603
hs6	146209156	147209156
hs13	21305980	22305980
hs1	246490503	247490503
hs4	72205087	73205087
hs2	200233328	201233328
hs1	14057495	15057495
hs6	5404775	6404775
hs6	82920531	83920531
hs7	27668990	28668990
hs17	20149239	21149239
hs10	1102288	2102288
hsY	1354671	2354671
hs1	21599192	22599192
hs1	44877653	45877653
hs8	99538970	100538970
hs3	47716965	48716965
hs1	233313548	234313548
hs3	11399892	12399892
hs2	191765290	192765290
hs12	111947353	112947353
hs5	134076753	135076753
hs5	141511373	142511373
hsX	130883334	131883334
hs1	179100446	180100446
hs17	62248460	63248460
hs4	108603171	109603171
hs2	160025761	161025761
hs7	151960101	152960101
hs8	26248759	27248759
hs2	214174783	215174783
hs3	33725851	34725851
hs3	130881252	131881252
hs2	128922304	129922304
hs9	134312007	135312007
hs1	94360170	95360170
hs10	31661947	32661947
hs4	140058784	141058784
hs4	73956384	74956384
hs19	5039847	6039847
hs15	49528048	50528048
hs10	93754292	94754292
hs15	63824846	64824846
hs15	76146727	77146727
hs22	22153301	23153301
hs6	36181657	37181657
hs15	65471272	66471272
hs10	5836848	6836848
hs2	197777606	198777606
hs13	100982815	101982815
hs12	32760891	33760891
hs1	161748034	162748034
hs6	163876311	164876311
hs1	21091870	22091870
hs14	33684388	34684388
hs1	7837220	8837220
hs18	9182380	10182380
hs14	55168780	56168780
hs1	40733458	41733458
hs13	42385361	43385361
hs16	3900298	4900298
hs7	135262544	136262544
hs9	95018962	96018962
hs14	39746138	40746138
hs8	98817581	99817581
hs17	73808193	74808193
hs1	21295967	22295967
hs6	79752560	80752560
hs1	231506308	232506308
hs18	76886267	77886267
hs4	1902353	2902353
hs18	45391430	46391430
hs7	138203934	139203934
hs15	89656956	90656956
hs3	119582266	120582266
hs18	56363598	57363598
hs18	21644104	22644104
hs6	42559889	43559889
hs20	48256215	49256215
hs3	47777524	48777524
hs12	19615444	20615444
hs19	52876364	53876364
hs22	47022648	48022648
hs14	69583083	70583083
hs10	126631026	127631026
hs3	110830877	111830877
hs7	138261118	139261118
hs11	85707869	86707869
hs14	68151732	69151732
hs19	19356122	20356122
hs4	129913322	130913322
hs13	31789188	32789188
hs1	153637696	154637696
hs5	43295854	44295854
hs7	20406635	21406635
hs4	140037803	141037803
hs3	152132730	153132730
hs7	74119496	75119496
hs14	62187100	63187100
hs22	50810449	51810449
hs3	119582266	120582266
hsX	37245852	38245852
hs10	70218861	71218861
hs22	21288067	22288067
hs6	138794443	139794443
hs14	51710574	52710574
hs8	28866589	29866589
hs3	149563798	150563798
hs19	13135835	14135835
hs11	82984690	83984690
hs12	111923075	112923075
hs15	76146727	77146727
hs7	138951079	139951079
hs1	46105882	47105882
hs3	56600622	57600622
hs1	203676137	204676137
hs3	40502898	41502898
hs3	185797606	186797606
hs18	44470543	45470543
hs1	150997087	151997087
hs10	12123471	13123471
hs3	143704385	144704385
hs1	28362055	29362055
hs6	2397455	3397455
hs9	114332371	115332371
hs2	175740516	176740516
hs15	44671888	45671888
hs3	67797195	68797195
hs1	243858893	244858893
hs9	14146688	15146688
hs7	66456124	67456124
hs3	56626998	57626998
hs18	56601665	57601665
hs3	179131200	180131200
hs5	76342172	77342172
hs4	153332455	154332455
hs16	11940358	12940358
hs11	14793483	15793483
hs9	115024715	116024715
hs18	196637	1196637
hs5	122881111	123881111
hs1	236969444	237969444
hs4	148778704	149778704
hs12	112513482	113513482
hs7	6472468	7472468
hs1	172520652	173520652
hs4	87614740	88614740
hs6	101246589	102246589
hs3	128525215	129525215
hs7	65592691	66592691
hs3	52771602	53771602
hs20	32684463	33684463
hs1	31810022	32810022
hs9	134305477	135305477
hs3	361366	1361366
hs1	28362055	29362055
hs1	179089325	180089325
hsX	53672263	54672263
hs20	62407031	63407031
hs19	34922766	35922766
hs1	53699214	54699214
hs15	80412670	81412670
hs10	93185038	94185038
hs12	122861936	123861936
hs1	117944808	118944808
hs5	80071513	81071513
hs3	193201725	194201725
hs19	41211001	42211001
hs13	47297356	48297356
hs18	12999420	13999420
hs16	21973781	22973781
hs8	37971710	38971710
hs20	33954360	34954360
hs7	33388680	34388680
hs14	96986392	97986392
hs5	179976931	180976931
hs3	57875768	58875768
hs2	122363277	123363277
hs8	42812237	43812237
hs6	76331248	77331248
hs11	102233627	103233627
hs20	18278629	19278629
hs4	128995615	129995615
hs17	77073512	78073512
hs9	96233423	97233423
hs7	33397467	34397467
hs5	132227856	133227856
hs15	50935537	51935537
hs3	186509514	187509514
hs10	7262373	8262373
hs12	69983265	70983265
hs5	95242227	96242227
hs11	34093273	35093273
hs3	157839892	158839892
hs15	50741597	51741597
hs2	20454624	21454624
hs6	135360711	136360711
hs2	45773871	46773871
hs3	32774915	33774915
hs4	56277781	57277781
hs6	157150361	158150361
hs2	63206323	64206323
hs1	59787208	60787208
hs20	2928628	3928628
hs3	141231005	142231005
hs1	117944808	118944808
hs16	48381418	49381418
hs16	74493580	75493580
hs15	80390758	81390758
hs6	117019867	118019867
hs20	36685934	37685934
hs17	57987923	58987923
hs1	32502511	33502511
hs7	104678573	105678573
hs11	117023157	118023157
hs11	76174865	77174865
hs15	75215989	76215989
hs11	116734384	117734384
hs8	38282027	39282027
hs3	138289160	139289160
hs17	64492319	65492319
hs1	70758071	71758071
hs3	185155235	186155235
hs7	99090663	100090663
hs4	38091553	39091553
hs14	35438376	36438376
hs2	10559860	11559860
hs1	41536267	42536267
hs20	32207323	33207323
hs8	98698896	99698896
hs6	158994452	159994452
hs18	9524592	10524592
hs3	51575514	52575514
hs10	12039671	13039671
hs22	46085592	47085592
hs10	128768966	129768966
hs22	38894090	39894090
hs1	155874102	156874102
hs1	35940406	36940406
hs5	92880501	93880501
hs3	179481790	180481790
hs1	51032749	52032749
hs5	137320946	138320946
hs18	60497268	61497268
hs7	77407655	78407655
hs3	196533450	197533450
hs18	33606863	34606863
hsX	47705504	48705504
hs5	132426885	133426885
hs2	183993015	184993015
hs4	151023630	152023630
hs6	43023283	44023283
hs14	51475798	52475798
hs1	67356837	68356837
hs1	59805630	60805630
hs1	63042933	64042933
hs22	36914810	37914810
hs12	104514178	105514178
hs7	107830089	108830089
hs6	167435897	168435897
hs3	49343148	50343148
hs1	113196220	114196220
hs17	4186093	5186093
hs20	40141485	41141485
hs3	52446827	53446827
hs7	23224689	24224689
hs15	85610245	86610245
hs4	103635595	104635595
hs3	155547477	156547477
hs9	33271150	34271150
hs17	4186093	5186093
hs1	215759838	216759838
hs19	11015627	12015627
hs1	219366424	220366424
hs8	48196617	49196617
hs7	151917608	152917608
hs8	27151597	28151597
hs2	55209651	56209651
hs2	110321943	111321943
hs3	5215702	6215702
hs3	133907681	134907681
hs5	60768508	61768508
hs11	73418465	74418465
hs1	66713143	67713143
hs8	28013459	29013459
hs7	148716084	149716084
hs3	119219542	120219542
hs8	131164982	132164982
hs3	196831774	197831774
hs1	115005726	116005726
hs2	203329532	204329532
hs1	245180544	246180544
hs2	45773871	46773871
hs1	52959283	53959283
hs15	64404772	65404772
hs12	116668338	117668338
hs5	72285254	73285254
hs5	76745585	77745585
hs1	51868107	52868107
hs1	155896467	156896467
hs3	47079156	48079156
hs7	5963018	6963018
hs3	47139445	48139445
hs6	159004986	160004986
hs5	145634506	146634506
hs16	68155890	69155890
hs1	35936464	36936464
hs2	214174783	215174783
hs2	172782047	173782047
hs16	53301206	54301206
hs15	101775287	102775287
hs9	70472572	71472572
hs6	125366357	126366357
hs7	90546916	91546916
hs5	167915607	168915607
hs2	38812786	39812786
hs2	203817282	204817282
hs9	80409379	81409379
hs18	51797730	52797730
hs4	25334805	26334805
hs10	93756126	94756126
hs4	148860976	149860976
hs9	108467878	109467878
hs1	78177432	79177432
hs3	78763547	79763547
hs6	34574332	35574332
hs6	161443042	162443042
hs18	6301902	7301902
hs2	112702537	113702537
hs8	68044186	69044186
hs6	13579683	14579683
hs12	111923069	112923069
hs19	42509875	43509875
hs1	26584088	27584088
hs18	48581151	49581151
hs8	131164982	132164982
hs6	146185524	147185524
hs3	130851589	131851589
hs1	160293221	161293221
hs22	46085592	47085592
hs13	28748409	29748409
hs3	50102464	51102464
hs1	215342542	216342542
hs5	179135240	180135240
hs3	56703728	57703728
hs5	156786013	157786013
hs3	119219542	120219542
hs4	146744574	147744574
hs9	134330463	135330463
hs16	70497072	71497072
hs7	101870647	102870647
hs7	102398301	103398301
hs9	86292642	87292642
hs3	44986660	45986660
hs12	23998917	24998917
hs2	8910800	9910800
hs7	139827242	140827242
hs8	141874411	142874411
hs1	44750507	45750507
hs2	240929491	241929491
hs17	49067811	50067811
hs16	4382216	5382216
hs1	204082043	205082043
hs10	31676053	32676053
hs7	5680785	6680785
hs13	30801549	31801549
hs4	87693931	88693931
hs7	16415717	17415717
hs1	247039339	248039339
hs16	72122886	73122886
hs19	11230768	12230768
hs11	74500671	75500671
hs7	139746684	140746684
hs9	128099297	129099297
hs2	26486248	27486248
hs17	20107646	21107646
hs15	73052748	74052748
hs13	41826781	42826781
hs19	13039156	14039156
hs3	100013931	101013931
hs3	152163071	153163071
hs13	76134889	77134889
hs6	24416625	25416625
hs15	43250211	44250211
hs6	90556281	91556281
hs1	155891166	156891166
hs17	19861327	20861327
hsX	53641495	54641495
hs6	144858718	145858718
hs15	43707792	44707792
hs6	13639795	14639795
hs2	223765392	224765392
hs8	37734627	38734627
hs12	109046048	110046048
hs2	200245087	201245087
hs12	83250789	84250789
hs13	20425495	21425495
hs20	34317234	35317234
hs4	110412483	111412483
hs4	39739040	40739040
hs4	78694235	79694235
hs8	71071740	72071740
hs8	42317414	43317414
hs16	30740287	31740287
hs1	16044388	17044388
hs14	33684388	34684388
hs1	171492360	172492360
hs5	95091100	96091100
hs14	102506573	103506573
hs14	32586346	33586346
hs5	176618885	177618885
hs1	171537386	172537386
hs22	30374431	31374431
hs11	1000432	2000432
hs1	101372408	102372408
hs4	10099335	11099335
hs12	129293333	130293333
hsX	44383248	45383248
hs9	3330259	4330259
hs1	44386076	45386076
hs16	23113640	24113640
hs4	128842679	129842679
hs12	32751431	33751431
hs13	42439872	43439872
hs19	1271328	2271328
hs5	109049221	110049221
hs11	34978931	35978931
hs7	30590252	31590252
hs20	2967411	3967411
hs19	12790271	13790271
hs13	109535407	110535407
hs18	12366964	13366964
hs2	70406664	71406664
hs20	34309662	35309662
hs14	67768106	68768106
hs12	57570824	58570824
hsX	119063979	120063979
hs7	56049903	57049903
hs9	114296019	115296019
hs15	100211528	101211528
hs9	114202652	115202652
hs1	15964802	16964802
hs1	155691308	156691308
hs14	23395342	24395342
hs17	59996761	60996761
hs9	6849507	7849507
hs7	128655033	129655033
hs17	26490569	27490569
hs5	118264232	119264232
hs21	48063447	49063447
hs3	4452549	5452549
hs5	108281831	109281831
hs2	234296903	235296903
hs1	93029199	94029199
hs2	171902684	172902684
hs20	45891032	46891032
hs6	144858718	145858718
hs3	185316200	186316200
hs3	180665653	181665653
hs19	56918395	57918395
hs3	47762156	48762156
hs20	34304662	35304662
hs12	56956201	57956201
hs17	57430576	58430576
hs1	107866904	108866904
hs11	77336008	78336008
hs19	34818326	35818326
hs1	41578955	42578955
hs4	3188324	4188324
hs11	59426339	60426339
hs16	57197913	58197913
hs9	128103456	129103456
hs7	64004085	65004085
hs3	169854207	170854207
hs12	107219504	108219504
hs5	167915607	168915607
hs18	42281140	43281140
hs11	111907997	112907997
hs7	74119496	75119496
hs19	4950623	5950623
hs14	76638186	77638186
hs10	105767935	106767935
hs1	92798948	93798948
hs9	19356970	20356970
hs12	50821545	51821545
hs17	80721841	81721841
hs19	21216262	22216262
hs14	23395342	24395342
hs6	4891947	5891947
hs3	47770515	48770515
hs2	168994598	169994598
hs3	149563798	150563798
hs8	70667659	71667659
hs19	11623871	12623871
hs7	37988442	38988442
hs10	7409611	8409611
hs11	107260800	108260800
hs7	139415731	140415731
hs6	87925621	88925621
hs5	21491430	22491430
hs1	27056142	28056142
hs17	57808782	58808782
hs4	71628236	72628236
hs6	118832461	119832461
hs15	28389019	29389019
hs3	32582529	33582529
hs11	33307959	34307959
hs9	99220661	100220661
hs2	70451686	71451686
hs2	122260743	123260743
hs5	72354260	73354260
hs1	231079552	232079552
hs8	141856359	142856359
hs15	65266940	66266940
hs2	169018297	170018297
hs6	134301220	135301220
hs12	46285563	47285563
hs11	77330651	78330651
hs4	25128886	26128886
hs7	99621042	100621042
hs17	3969741	4969741
hs9	6880012	7880012
hs15	28505923	29505923
hs1	155686797	156686797
hs5	11236803	12236803
hs20	21321359	22321359
hs15	72810408	73810408
hs15	68434284	69434284
hs5	65284463	66284463
hsX	54013511	55013511
hs12	51467606	52467606
hs17	16004564	17004564
hs3	179310432	180310432
hs16	1859239	2859239
hsX	6069036	7069036
hs15	99250791	100250791
hs7	33185854	34185854
hs4	75040223	76040223
hs14	50616726	51616726
hs14	31185130	32185130
hs7	716866	1716866
hs7	111575595	112575595
hs8	117668095	118668095
hs17	29533258	30533258
hs2	61722590	62722590
hs16	67070542	68070542
hs1	84644860	85644860
hs10	74100547	75100547
hs5	76745585	77745585
hs1	173961893	174961893
hs4	140046318	141046318
hs9	36351112	37351112
hs8	122640954	123640954
hs3	47476498	48476498
hs1	51871577	52871577
hs7	91924203	92924203
hs17	60111148	61111148
hs9	109734286	110734286
hs14	73614503	74614503
hs11	47774468	48774468
hs11	57258697	58258697
hs18	74561482	75561482
hs7	23650790	24650790
hs16	31733947	32733947
hs14	58785260	59785260
hs5	50055477	51055477
hs9	97686268	98686268
hs20	3925824	4925824
hs7	23224689	24224689
hs8	62531537	63531537
hs21	47768926	48768926
hs2	168986051	169986051
hs17	28811232	29811232
hs1	145594039	146594039
hs6	74175932	75175932
hs2	120830754	121830754
hs16	67719360	68719360
hs16	67662273	68662273
hs17	44143903	45143903
hs6	149944239	150944239
hs17	59152281	60152281
hs1	78098800	79098800
hs1	146724278	147724278
hs11	77812139	78812139
hs7	98563319	99563319
hs4	106345353	107345353
hs15	85607601	86607601
hs1	1158624	2158624
hs1	197611841	198611841
hs2	42946128	43946128
hs8	74585342	75585342
hs8	42780700	43780700
hs10	112356156	113356156
hs2	24103509	25103509
hs22	41277774	42277774
hs9	33886879	34886879
hs3	47651556	48651556
hs16	23091267	24091267
hs20	39721112	40721112
hs10	116719485	117719485
hs6	159026299	160026299
hs1	145592633	146592633
hs7	111617187	112617187
hs2	227771509	228771509
hs5	153413351	154413351
hs18	8718422	9718422
hs19	19327756	20327756
hs1	33745725	34745725
hs17	61271352	62271352
hsX	149962164	150962164
hs11	78180293	79180293
hs11	120345269	121345269
hs7	158566032	159566032
hs1	67423742	68423742
hs11	103090644	104090644
hs21	37711077	38711077
hs15	28491027	29491027
hs6	16586011	17586011
hs19	13183861	14183861
hs7	66262361	67262361
hs3	197592294	198592294
hs9	86293356	87293356
hs12	2224390	3224390
hs5	56542127	57542127
hs8	8849058	9849058
hs1	155340295	156340295
hs18	19371335	20371335
hs15	59204762	60204762
hs2	24362240	25362240
hs3	9792629	10792629
hs13	26911704	27911704
hs11	77386081	78386081
hs12	116534474	117534474
hs2	242346952	243346952
hs17	35310186	36310186
hs12	89860547	90860547
hs1	220179448	221179448
hs7	156619299	157619299
hs8	37623044	38623044
hs17	30310018	31310018
hs3	170841385	171841385
hs7	129297183	130297183
hs8	26439485	27439485
hs6	144808684	145808684
hs19	45766371	46766371
hs3	196817783	197817783
hs17	5983691	6983691
hs14	31371742	32371742
hs1	180953813	181953813
hs3	66455622	67455622
hs4	52729603	53729603
hs16	27222467	28222467
hs18	76953183	77953183
hs3	125032152	126032152
hs15	76566753	77566753
hs12	19626182	20626182
hs1	154223517	155223517
hs11	86778736	87778736
hs17	48814321	49814321
hs5	172535627	173535627
hs1	58971732	59971732
hs12	70149164	71149164
hs19	16790795	17790795
hs5	31448654	32448654
hs2	239184384	240184384
hs1	180953813	181953813
hs12	49333438	50333438
hs2	160005653	161005653
hs9	86293356	87293356
hs19	45781181	46781181
hs14	32902666	33902666
hs7	158580695	159580695
hs11	61133517	62133517
hs5	179132680	180132680
hs7	2477439	3477439
hsX	53430498	54430498
hs12	121220458	122220458
hs1	193107215	194107215
hs7	127344893	128344893
hs18	39617656	40617656
hs4	170458960	171458960
hs1	146747017	147747017
hs17	40652725	41652725
hs8	48308936	49308936
hsX	106331666	107331666
hs4	170501993	171501993
hs15	85657104	86657104
hs11	118656761	119656761
hs7	131113792	132113792
hs2	136360070	137360070
hs18	19358064	20358064
hs6	52935855	53935855
hs10	7318854	8318854
